"vanus";"pikkus";"kaal";"sugu"
"15136";0,539754090283742;69;8;"M"
"15137";0,388997514205506;68;7,3;"M"
"15139";0,218450480305849;64;6;"M"
"15140";0,0616610721501941;60,9;5;"M"
"15141";0,0411;55;4,3;"M"
"15142";0,0922013675702204;52,5;3,6;"N"
"15143";0,210876406617383;56,5;5,4;"N"
"15145";0,260676754299439;63,5;6,4;"N"
"15146";0,414040321651922;64;6,7;"N"
"15147";0,501565023744991;67;8,6;"N"
"15149";0,815335371104138;72;9,7;"N"
"15150";2,00174937200387;92;15,5;"N"
"15152";1,48654749013417;86;13,3;"N"
"15153";1,28170506920756;85;12,3;"N"
"15154";1,03634288165912;84;11,1;"N"
"15155";0,889233454754272;75,5;10,2;"N"
"15156";0,828962571476222;77;11,5;"M"
"15157";0,158153759460924;59;6,3;"M"
"15158";0,377768645089403;64;7,4;"M"
"15160";0,0720175198915513;54,9;3,7;"M"
"15161";0,427921071944227;61;5,5;"M"
"15162";0,186943329272144;56;4,5;"M"
"15163";0,355379552492872;63;5,5;"M"
"15164";0,476267313456529;61;6,1;"N"
"15165";0,732190947558027;77;10,7;"N"
"15166";1,65974968781464;76;9,5;"N"
"15167";0,669353698444917;67;7,7;"M"
"15169";0,184310767317250;54,5;5;"M"
"15171";0,884474223923085;73;7,8;"M"
"15172";0,898431685677546;74;8;"M"
"15173";0,860458660204243;71;8,4;"M"
"15174";1,40634659138462;74;10,3;"M"
"15175";1,71297800454103;84;11,5;"M"
"15176";0,532502342166411;63;7,5;"M"
"15177";0,747310752209245;68;8,6;"M"
"15178";0,148756079200776;55,5;6;"M"
"15179";0,537972866812898;64,5;8,1;"M"
"15180";1,55940898168226;79;10;"M"
"15181";1,11444663849076;72;9,5;"M"
"15182";0,436552401668016;65;6,9;"N"
"15183";0,162373666238953;56;4,4;"N"
"15187";0,081163646835185;55;4;"N"
"15188";0,099272754391172;54,5;4,2;"N"
"15189";0,133478992987327;58,5;4,9;"N"
"15190";0,368341207473363;65;7,5;"N"
"15191";0,478951720396646;67;7,5;"N"
"15192";0,537881458149474;69;7,9;"N"
"15193";0,687622366307013;70,5;8,1;"N"
"15194";0,725677229430703;71;8,2;"N"
"15195";0,80342785277991;74;8,4;"N"
"15196";0,758351495057047;75,5;8,6;"N"
"15197";1,00783644739686;77;9,7;"N"
"15199";1,67695940315696;81;11,6;"M"
"15200";1,7356516257634;79;10,9;"M"
"15201";1,19650345530286;77;10,6;"M"
"15202";0,893295365396276;76,5;9,7;"M"
"15203";0,850256250974747;73,5;9;"M"
"15204";0,68156238505295;71;8,4;"M"
"15205";0,506500272709044;66,5;7,2;"M"
"15206";0,196938710733621;62,9;6,2;"M"
"15207";0,187908260416498;58,5;5,2;"M"
"15209";0,103427952987301;52;4,6;"M"
"15210";1,73160898237367;83,5;14,4;"M"
"15211";0,94493472343515;75;10,8;"M"
"15212";0,387232080504506;65,5;7,6;"M"
"15213";0,281246199070439;65,5;6,3;"M"
"15215";0,111902028879470;55,5;4,4;"M"
"15216";0,970177882925708;78,5;12,5;"M"
"15218";0,779623401702397;74,5;11,5;"M"
"15219";0,68676103808359;72;10,8;"M"
"15221";0,620768592803734;71;10;"M"
"15222";0,506661820642397;69;8,2;"M"
"15227";0,894967486017478;68;8;"N"
"15228";0,69462614138964;67;7,1;"N"
"15229";0,727875005218201;65;7,2;"N"
"15230";0,568536780255749;65;6,9;"N"
"15233";0,345116978936215;60;6;"N"
"15238";0,18736661858193;58;5,2;"N"
"15239";0,0813683365899915;55;4,3;"N"
"15241";1,19852545893611;79;11,1;"N"
"15242";1,03580595659522;76;10;"N"
"15243";0,935959177568207;75,5;9,8;"N"
"15244";0,698002353304885;72;8,8;"N"
"15245";0,328972359370331;67;6,6;"N"
"15246";0,700134104172204;72,5;8,5;"N"
"15247";0,581455642181219;70;8;"N"
"15248";0,478163830179877;67;6,4;"N"
"15249";0,202766664315409;58;5,5;"N"
"15250";0,503502729683908;70;8,3;"M"
"15251";1,14218938054983;81;11,5;"M"
"15252";0,928984140113511;71;10;"M"
"15254";1,05596848822830;78;9,7;"M"
"15256";0,79551888815628;75;9,3;"M"
"15257";0,267838405073993;65,5;6,6;"M"
"15258";0,295934312414422;63;6,5;"M"
"15259";0,116023629703118;59;6,2;"M"
"15261";0,532492904423755;68;7,8;"M"
"15262";0,683737568984296;72;8,4;"M"
"15263";0,760691697583842;74;8,5;"M"
"15265";1,83908921318737;82,5;11,6;"M"
"15267";1,10822217175404;75;9,7;"M"
"15268";0,923763592127444;74;9,3;"M"
"15269";0,763223506249616;70;8,5;"M"
"15271";0,363322007823246;64;6,4;"M"
"15272";0,29123698582297;60;5,7;"M"
"15273";0,495642778172758;69;7,8;"N"
"15275";0,274671586437449;65,5;6,9;"N"
"15276";0,473693237881825;68;7,1;"N"
"15277";1,93198446170378;87;12,6;"N"
"15279";0,993284916550481;77;10,5;"N"
"15280";0,917021607989075;77;9,9;"N"
"15281";0,697128383670706;73,5;8,9;"N"
"15283";0,137601367350872;61,5;5,7;"N"
"15284";0,0411;56,9;4,9;"N"
"15286";1,05013312108247;75;10,8;"M"
"15287";0,906594925451085;74,5;10,6;"M"
"15288";0,900203157405263;73;10,2;"M"
"15289";0,850872539876771;72;9,2;"M"
"15290";0,736985579698652;70;9,9;"M"
"15292";0,523330982269191;67;8,8;"M"
"15293";0,386022809184208;65;8,3;"M"
"15294";0,375670356810638;65;7,3;"M"
"15295";0,252658293615639;62;6,7;"M"
"15296";0,158036238754263;59,5;5,8;"M"
"15297";0,0675185012461074;57;4,7;"M"
"15298";0,399813514512444;64,5;6,3;"N"
"15299";0,199074071410431;60,5;5,2;"N"
"15300";0,13917309853564;58;5;"N"
"15303";0,462723155820141;70;7,4;"N"
"15306";0,670542903339429;73;8;"N"
"15307";1,07219878673252;75;9;"N"
"15308";1,10196493924540;80;10;"N"
"15309";0,110859500177814;60;4,5;"N"
"15310";0,216746595194081;61,5;5,5;"N"
"15311";0,286242492868892;62;5,5;"N"
"15312";0,343271124237996;64,5;6,7;"N"
"15313";0,462242501572712;68;7,8;"N"
"15314";0,481679798461701;71;8,4;"N"
"15315";0,592161285793452;71,5;8,6;"N"
"15317";0,783986509136998;76;9,7;"N"
"15318";1,09708544289917;80;10;"N"
"15319";1,67297629344224;85;11,4;"N"
"15320";0,168421768477685;57,6;5,1;"N"
"15321";0,165386471373058;61;6,1;"N"
"15322";0,225896309438595;64;7,4;"N"
"15326";1,58413288454343;84,5;14;"N"
"15327";1,03323030392765;76,5;11,7;"N"
"15328";0,925482590600496;75;11,5;"N"
"15329";0,740593005746936;75;10,8;"N"
"15330";0,612806388239395;73,5;9,8;"N"
"15331";0,602736606374134;72;9,8;"N"
"15332";0,617203471748314;68;8;"N"
"15334";0,183552350962402;54,5;4,3;"N"
"15336";0,365730739549810;60;5,7;"N"
"15337";0,472301316190157;63;6,7;"N"
"15338";1,53115114667137;76;10,2;"N"
"15339";0,184903509297199;58;5,8;"N"
"15341";0,557388625453664;70;8;"N"
"15343";0,88584965422667;75;8,7;"N"
"15344";0,452624950252594;67;7,5;"N"
"15345";0,174858862716398;56,1;4,9;"N"
"15347";0,239132023039274;62;6,1;"N"
"15348";0,368835947626693;68;8,1;"N"
"15349";0,583218760732325;69;9,4;"N"
"15350";0,346095696696668;65,5;7,5;"N"
"15352";0,324263726034251;59;6,1;"N"
"15353";0,0489457240012265;53,5;4;"N"
"15355";1,30014974188101;78;11,5;"N"
"15356";1,24602105148624;76;11,8;"N"
"15357";0,869211003460087;72,5;9,7;"N"
"15359";0,732300455857508;71;9;"M"
"15360";0,695003392278156;71;7,9;"M"
"15361";0,511238004272045;67;8,1;"M"
"15362";0,516295630535706;67;8,5;"M"
"15363";0,415182913450309;66,5;7,3;"M"
"15364";0,270597495052857;63,5;6,7;"M"
"15366";0,150057701254976;57,5;5,4;"M"
"15367";0,0766517068661258;55;3,8;"M"
"15368";0,146291363862761;55,5;5,3;"M"
"15369";0,186514577741588;59,6;5,3;"N"
"15370";0,170804756449321;58,9;5,6;"N"
"15371";0,315679029498287;60,5;6,2;"N"
"15372";0,454285515054939;65;7;"N"
"15373";0,540299983064771;68;7,4;"N"
"15374";0,587335138345274;69,5;7,9;"N"
"15375";0,662257839422041;72,5;8,1;"N"
"15377";0,942654495131712;73;8,6;"N"
"15379";1,9110131087225;83;10,9;"N"
"15380";0,55221812820698;67;9,1;"M"
"15381";0,31447844106591;64;7,8;"M"
"15382";0,308978178164507;62,5;8,3;"M"
"15384";0,123269531953362;55,5;5,2;"M"
"15385";0,56889293941638;70;9,9;"N"
"15387";0,257951977956117;58,5;6,1;"N"
"15388";0,129504258714222;56,5;5,1;"N"
"15389";0,0411;51;3,8;"N"
"15390";0,305494954032870;63,5;7;"N"
"15391";0,5004834744754;69,5;8,8;"N"
"15392";1,01569567282882;79;12,4;"M"
"15393";0,901555615386888;79,5;11,7;"M"
"15395";0,693463513453268;77;11,1;"M"
"15396";0,682542528681204;76;10,8;"M"
"15397";0,53247404475887;74;10,1;"M"
"15398";0,555598952984993;72;9;"M"
"15399";0,358814802531318;71,5;8,5;"M"
"15401";0,169590158121564;66,9;7,1;"M"
"15402";0,166353579471863;65;6,4;"M"
"15403";0,125876306043569;61;5,9;"M"
"15404";1,37738920050481;86,5;11,8;"M"
"15405";1,03220515526412;79;10;"M"
"15406";0,872498343542843;77,5;9,5;"M"
"15408";0,659365392335994;73,5;8,5;"M"
"15411";0,383752550806066;68;6,8;"M"
"15412";0,120931321195556;64,9;5,9;"M"
"15413";1,10975144054577;80;10,1;"M"
"15414";1,30670334075020;83,5;11,4;"M"
"15415";1,68517629468451;81;11,1;"M"
"15416";1,16531165750186;78;10;"M"
"15417";0,970793185158959;76,5;9,8;"M"
"15418";0,797832288302498;74,5;9,5;"M"
"15419";0,86844715275023;74,5;9,9;"M"
"15420";0,637893741412036;71,5;8,6;"M"
"15422";0,464504450196523;68,5;7,4;"M"
"15426";0,0411;56;4;"M"
"15427";0,583469023445967;69;8,6;"M"
"15429";0,201342754058709;59;6;"N"
"15430";0,219023076597676;61;6,6;"N"
"15431";0,46271569174845;64,5;7,2;"N"
"15433";0,491910421114577;70,5;8,9;"N"
"15434";0,77425286880371;73;9;"N"
"15435";0,806744883973462;73,5;9,9;"N"
"15436";0,97072879025545;75;10,1;"N"
"15437";1,03570244538705;78;9,5;"N"
"15438";1,60831606877057;86;13;"M"
"15440";0,799480650487971;75;10,4;"M"
"15441";0,829137938803079;73;9,8;"M"
"15442";0,585329227500634;70;9,3;"M"
"15443";0,496740048868629;68;8,6;"M"
"15446";0,237259520275780;62;7;"M"
"15447";0,244119904776849;58,5;6,1;"M"
"15449";1,20829815554269;81,5;11,7;"M"
"15450";0,929416307964893;79;10,8;"M"
"15451";0,557744043970376;69;9,1;"M"
"15452";0,369100889329257;67,5;8;"M"
"15453";0,251329126909459;64;6,7;"M"
"15454";0,214787008396469;58;5,1;"M"
"15455";0,382813692354166;58,5;5;"M"
"15456";1,58906271513422;80;11,5;"M"
"15457";0,707037457968847;71;9;"M"
"15458";0,716097971887029;70;9,1;"M"
"15459";0,480350857698109;66;7,3;"M"
"15460";0,548899933357346;68;8;"M"
"15461";0,0411;55;4,8;"N"
"15463";0,225611735014097;59,5;5,8;"N"
"15465";0,381855161912266;66,5;8,4;"N"
"15466";0,622592175815965;68;9,2;"N"
"15467";0,833828270887724;72;10,4;"N"
"15468";0,992798560126974;79,5;10;"N"
"15469";1,28410495761170;82;12;"M"
"15470";0,633967165054231;70;9,8;"M"
"15471";0,391024405261424;64;6,9;"M"
"15472";0,123290456276256;62;6,7;"M"
"15473";0,113369485356971;57;5;"M"
"15476";0,149614553638124;61;6,1;"N"
"15477";0,367000561073248;65;7,9;"N"
"15478";0,553360572351255;69;9,2;"N"
"15479";0,528245315584025;72;9,5;"N"
"15480";0,63171740784282;74;10,9;"N"
"15481";1,16277602007992;78;11,6;"N"
"15482";1,44650366399867;83;12,4;"N"
"15483";1,72193165163612;85;14;"M"
"15484";1,33869155598393;79;13;"M"
"15485";1,01472701414328;76;11,6;"M"
"15486";0,569689612288047;73;10,7;"M"
"15487";0,519884240225899;72;10;"M"
"15488";0,361144547795550;68;9,5;"M"
"15489";0,236727231370563;62;6,7;"M"
"15491";0,195153627373955;59;6,1;"M"
"15493";0,523205451771039;67;9,1;"M"
"15494";1,02688290494644;78;12,5;"M"
"15495";0,825575327358025;77;11,7;"M"
"15496";0,186327395883933;55,1;4,7;"M"
"15497";0,0923090837009951;59,9;5,5;"M"
"15499";0,290023032305181;62;6,6;"M"
"15501";0,317145633674246;65,5;8,4;"M"
"15502";0,356855399739961;65;8;"M"
"15503";1,50035768441441;87;15,5;"M"
"15504";1,00033280993252;81;12,5;"M"
"15505";0,843355351911797;80;10,9;"M"
"15506";0,65455292046573;77;10,4;"M"
"15507";0,661018758068808;75;9,6;"M"
"15508";0,548688707779776;74,5;9,6;"M"
"15509";0,502736729307161;73;8,4;"M"
"15510";0,320975459066352;72;8,1;"M"
"15511";0,360733851450133;71;7,5;"M"
"15512";0,0411;63,4;6,2;"M"
"15513";0,289834522521834;60,1;6,4;"M"
"15514";0,746864019814672;73;11,8;"M"
"15518";0,354742546319762;65;8,4;"M"
"15521";0,151985704640873;60;6,9;"M"
"15522";0,188389299998552;55,5;6,2;"M"
"15523";0,170240420724301;53,1;4,4;"M"
"15524";0,876585555032852;73;11,4;"M"
"15525";0,856177622638886;73;11;"M"
"15526";2,03623546445724;87;12;"M"
"15527";1,71631348851355;79,5;12,3;"M"
"15528";1,39821364733508;76,5;11,8;"M"
"15530";0,891454227529986;73,5;12,2;"M"
"15531";0,305985932378667;62;6,3;"M"
"15532";0,277044780052297;62,5;7;"M"
"15533";0,492684302668082;65;8,7;"M"
"15534";0,48918252977752;68;8,5;"M"
"15535";0,702705348677964;74;10,9;"M"
"15537";0,5964691281633;69;9,3;"M"
"15539";1,75132661452754;85;11,8;"M"
"15540";1,57174497466910;83;11,5;"M"
"15541";1,28923140302215;81,5;11;"M"
"15542";1,00843764787007;80;10,6;"M"
"15544";0,617706800762734;75;8,9;"M"
"15547";0,443194889349659;68;7,5;"M"
"15549";0,123346509608672;60;5,4;"M"
"15550";0,114021816381964;55;4,2;"M"
"15551";1,79089820577298;82,5;10,2;"M"
"15552";1,49404639535498;80;10,2;"M"
"15553";1,24967575833267;78,5;10,7;"M"
"15554";0,644709062557289;72;8,6;"M"
"15555";0,561521561586129;70,5;8,7;"M"
"15557";0,366639628109918;66,5;7;"M"
"15558";0,268647557148183;62;5,9;"M"
"15559";0,105377318643342;58;4,8;"M"
"15561";0,280294076725151;54,5;5,9;"N"
"15562";0,416339694318542;59;6,2;"N"
"15564";1,33630340050672;73;8,9;"N"
"15565";0,236788589542552;51;5;"N"
"15566";0,102929876482191;50;4,1;"N"
"15567";1,11467101646907;74;9,9;"M"
"15568";0,856954800471084;71,5;9;"M"
"15569";0,73352136507353;71,5;9;"M"
"15570";0,105562497052181;56,5;5,4;"M"
"15574";0,538842884060047;66;7,8;"M"
"15575";0,676383591316168;69;8,4;"M"
"15576";0,068774670510009;53,5;3,9;"M"
"15578";0,240207831745983;60,5;6,5;"M"
"15583";0,766060542431839;76;10,5;"M"
"15584";1,03192569517326;79;11;"M"
"15585";0,511937104766669;68,5;8,8;"M"
"15587";0,886550077396606;75,5;9,1;"N"
"15588";1,04640665681300;77;9,8;"N"
"15589";1,16171016862143;78,5;10,1;"N"
"15590";0,703970841393921;67,5;7,7;"N"
"15591";0,592445929296781;67;7;"N"
"15593";0,443921283443246;63;6,6;"N"
"15594";0,370339174919096;60;6,1;"N"
"15595";0,450028937762858;58,6;5,8;"N"
"15596";0,188200488997312;56;5;"N"
"15597";0,125295349893866;53;4,3;"N"
"15598";1,30697843094387;86;13,7;"M"
"15599";1,03363882223588;81,5;13;"M"
"15601";0,809361833090077;76;10,9;"M"
"15602";0,477880352874695;70;9,5;"M"
"15603";0,268590266874226;70;8,4;"M"
"15604";0,171600703942419;62;6,9;"M"
"15605";0,161205941131920;61;5,9;"M"
"15606";1,50457933469614;84;10,5;"N"
"15607";1,07684350709730;77;9,6;"N"
"15608";0,254769059352782;63;6,2;"N"
"15609";0,0411;55,9;4,3;"N"
"15611";1,19090581453366;79,5;10;"N"
"15612";0,358141859898990;63,5;8;"N"
"15613";0,186634255725209;60;7,1;"N"
"15614";0,310875410461505;62,5;7,9;"N"
"15615";0,358378963060223;68;8,5;"N"
"15616";0,557955814163612;72;9,1;"N"
"15617";0,70737859204241;71;10;"N"
"15618";0,788828928769165;73,5;10;"N"
"15619";1,11823512884013;76,5;9,9;"N"
"15620";1,28773054221358;80;10;"N"
"15621";1,39275102284602;84;10,1;"N"
"15622";0,104472666001303;58;5,4;"N"
"15623";0,212814612533598;63;5,8;"N"
"15624";0,347463781333905;66,5;7,6;"N"
"15625";0,597311388993004;72;8,9;"N"
"15626";0,757294228668247;72,5;10,3;"N"
"15627";0,141811947936355;58;4,5;"N"
"15628";0,925879319713528;76;10,8;"N"
"15630";2,01142801621019;87;11,9;"N"
"15631";1,08194290893081;80;11,4;"N"
"15633";0,840561157651808;71,5;9,9;"N"
"15634";0,817359413679572;71,5;9,6;"N"
"15635";0,752087682218398;71,5;9,4;"N"
"15636";0,632511874017186;71;9,2;"N"
"15637";0,595368391849987;68;9;"N"
"15639";0,138794766369181;56;4,2;"N"
"15640";0,116514810094209;57;5,2;"N"
"15641";0,213792863830588;57,5;6,1;"N"
"15642";0,87699029843971;73;10,2;"N"
"15643";0,365047469959727;63;6,9;"N"
"15644";0,489069293847038;65,5;7,9;"N"
"15645";1,16890542626303;78;10,7;"N"
"15646";0,711523390408202;73;9;"N"
"15647";0,934121489046612;74;10,2;"N"
"15648";1,01620306694247;75,5;10,4;"N"
"15649";1,14142326802450;78;10,5;"N"
"15650";1,26236620050541;80;11;"N"
"15651";0,6424800885175;70;8,4;"N"
"15652";0,514594225645841;68,5;8,3;"N"
"15653";0,591267385060143;68,5;7,5;"N"
"15654";0,441393288407694;65,5;6,9;"N"
"15655";0,415016495630164;64;6,5;"N"
"15657";0,381272259332472;62;6,4;"M"
"15658";0,523892140985202;66;6,9;"M"
"15660";1,00403306923131;75;10;"M"
"15662";0,655181262969313;69,5;8,6;"M"
"15663";0,447673730649531;62;6;"M"
"15664";0,266802613707953;58,5;4,6;"M"
"15665";0,210019162805879;55;4,2;"M"
"15666";0,0559007400720367;54;3,7;"M"
"15667";0,9352798061226;75;9,4;"N"
"15670";0,32537017364326;59;5,4;"N"
"15671";0,157025754958075;54;4;"N"
"15672";0,534516667725038;67;8,1;"M"
"15673";0,729856616093111;69;8,6;"M"
"15674";0,83522712936034;76;10,2;"M"
"15675";0,091324101941624;54,4;4,2;"M"
"15676";0,450698339400354;65;7,8;"M"
"15677";0,320077118544036;58,5;6,5;"M"
"15678";0,216113957195809;57;5,2;"M"
"15679";0,0532608335367330;52;3,7;"M"
"15681";0,531174945697593;66,5;8,5;"M"
"15682";0,57499289103469;66;8,6;"M"
"15683";1,77315860724357;72,5;9,5;"M"
"15684";1,60975526124468;70;8,7;"M"
"15685";0,509776623481838;68;8,5;"M"
"15686";0,46478662200221;67;7,7;"M"
"15687";0,332661349759363;65;7,1;"M"
"15688";0,343274256451487;63;6,3;"M"
"15689";0,0411;54;4,3;"M"
"15690";0,399149505904899;64;7,5;"N"
"15691";0,383969932489132;62;6,5;"N"
"15692";0,260373152057696;59;5,9;"N"
"15693";0,148666257727934;58;5,2;"N"
"15694";0,447744250823967;65;7,3;"N"
"15695";0,642383397272268;68;7,8;"N"
"15696";1,98920929694215;86;12,3;"N"
"15698";0,979263096321225;72,5;9,1;"N"
"15699";0,96965683883115;73;10;"N"
"15700";1,27356310449206;80;10,5;"N"
"15701";1,50871448372402;82;12,2;"N"
"15702";0,503563065167416;74;9,1;"M"
"15705";0,0449277741076559;59,5;5,4;"M"
"15706";0,101648018627295;56;4,4;"N"
"15707";0,165588953859713;61;5,6;"N"
"15709";0,57334416123876;65,5;8,6;"N"
"15710";0,553298318846751;67;9,1;"N"
"15711";0,65708185190621;69;9,2;"N"
"15713";1,04501263754603;73;10,3;"N"
"15714";1,47266818323110;80,5;11,4;"N"
"15715";0,294116742689317;54,5;5,2;"N"
"15717";0,572307337128508;72;8,3;"N"
"15718";0,474479636246011;70;7,6;"N"
"15720";0,22056760383029;64;6,1;"N"
"15721";0,222551000064979;59;5,4;"N"
"15722";0,0703725312138194;57,5;4,2;"N"
"15723";1,56085288504438;95,5;14,5;"N"
"15724";0,88936052529391;81;11,3;"N"
"15725";0,292657397153529;56,5;5,5;"N"
"15726";0,0411;51,5;4,1;"N"
"15727";0,320383061039891;60;6,3;"N"
"15729";0,545689510482069;65;7;"N"
"15730";0,245080771489904;55;4,9;"N"
"15732";0,670133540402506;68;8,3;"N"
"15733";0,135217788003056;54;4,8;"N"
"15735";0,39643170286624;62;7,2;"N"
"15736";0,824491909561638;70,5;9,6;"N"
"15737";1,13387110175489;72;11;"N"
"15738";1,2814731274523;75,5;11;"N"
"15739";0,117081592565788;50;3,2;"N"
"15740";0,823900945438731;76;8,8;"M"
"15741";0,783834278628838;74;8,5;"M"
"15742";0,0879848944196487;55;4,3;"M"
"15743";0,110072941152077;58;5,4;"M"
"15744";0,193453635348857;62;5,1;"M"
"15745";0,263132519526904;63;6;"M"
"15747";0,605608609300574;69;8;"M"
"15748";0,6821037463382;72;8,3;"M"
"15749";0,749085282304099;72;8,7;"M"
"15750";0,132148455208839;50;3,3;"N"
"15751";0,222152085607435;52,5;4,1;"N"
"15752";0,339244529773153;57;4,9;"N"
"15753";0,542198808931751;64;6;"N"
"15754";0,521249660243332;65;6,2;"N"
"15755";1,03634026158096;70;8,4;"N"
"15756";1,00334508833747;73;7,6;"N"
"15757";1,59985776579925;77,5;12,5;"N"
"15758";2,01307248173497;80,5;12,9;"N"
"15759";0,196722818108795;55;4,5;"N"
"15761";0,396910430648593;64,5;7,7;"N"
"15762";0,394393760532827;68,5;9,9;"N"
"15764";0,994697480211377;77;11,9;"N"
"15766";1,04635810499075;73;10,1;"M"
"15768";0,240828105399922;55;4,2;"M"
"15769";0,172036824409912;55,5;5,4;"M"
"15770";0,258492797628913;60;6,2;"M"
"15771";0,376644368101568;60;7;"M"
"15772";0,486035951450405;66,5;8,5;"M"
"15774";0,389954708316409;67,5;9;"N"
"15775";0,313286523887615;65;7,9;"N"
"15776";0,273397225085318;61,6;6,9;"N"
"15777";0,137905361093405;59;5,3;"N"
"15778";0,198208713173495;64,5;7,3;"N"
"15779";0,67556926403182;73;10,8;"N"
"15780";0,950235271879592;75;11,6;"N"
"15781";0,93128047731027;76;12;"N"
"15782";1,09999144394415;76;12,6;"N"
"15784";1,98768322764759;85;14,3;"N"
"15785";0,178759327091916;58;4,9;"N"
"15786";0,221408541537548;60;5,1;"N"
"15788";0,503844824065768;66,5;7;"N"
"15789";0,607229754312295;67;7,5;"N"
"15791";0,896132166200502;72;8,8;"N"
"15792";1,01054686197491;73;8,5;"N"
"15793";0,404892298682147;64;7,2;"N"
"15795";0,852924021226447;75;9,9;"N"
"15797";0,18225717707525;58,5;5,3;"N"
"15798";0,143538136540352;55;4,6;"N"
"15799";0,0527649020285914;58,9;5,3;"M"
"15800";0,298612954312001;66;7,5;"M"
"15802";1,42807543804596;86;12,2;"M"
"15803";1,08086821216681;81,5;11,2;"M"
"15804";0,813140167115698;77;10,5;"M"
"15805";0,745215578503897;76,5;10,2;"M"
"15807";0,435168110131683;74;10,2;"M"
"15809";0,291226067045326;70;9;"M"
"15810";0,23622566948513;62;7,3;"M"
"15812";0,982401055355932;74;9,2;"N"
"15813";0,976548339017742;73;9,3;"N"
"15814";0,758010235238241;71;8,5;"N"
"15815";0,500276335754528;66;7,7;"N"
"15816";0,33362839436563;62;6,6;"N"
"15817";0,207189386420015;57,5;4,9;"N"
"15818";0,058723293705518;56;4,5;"N"
"15819";0,282113843398063;64,5;6,4;"M"
"15820";1,75726833650975;82;11;"N"
"15822";0,231258673354451;57;5,8;"N"
"15823";0,317287882670215;60;6,4;"N"
"15824";0,669616879023517;66;8,5;"N"
"15825";1,05869605600509;75;10,1;"N"
"15826";0,870475362563711;72;9,7;"N"
"15827";0,839925738997095;71;8,8;"N"
"15828";0,744225520404312;70;9,3;"N"
"15829";0,54421701074409;66;8,7;"N"
"15830";0,496163731866406;65,5;7,7;"N"
"15831";0,384983840255714;62,5;7,1;"N"
"15833";1,43157864412696;85,5;11,6;"M"
"15835";1,21127327004916;81,5;11,3;"M"
"15838";0,754242506978918;76;9,7;"M"
"15839";0,686891650220269;76;9,4;"M"
"15840";0,62327041161216;75;9,4;"M"
"15841";0,559232079056744;73,5;8,6;"M"
"15842";0,553898664085762;72;7,8;"M"
"15844";0,351447181064693;66;6,8;"M"
"15845";0,159101265097237;65;6,2;"M"
"15846";0,152248221434208;60;4,7;"M"
"15847";0,0849861818993342;58;4,2;"M"
"15848";0,227662061400984;61,5;5,5;"M"
"15849";0,298844971780343;60,1;5,7;"M"
"15850";0,097746000249546;52;3,6;"M"
"15851";0,487176962949986;64;7,6;"N"
"15852";0,394868060952388;61;6,3;"N"
"15853";0,542054822985047;66,5;7,7;"N"
"15854";0,250228358769773;56;5,8;"N"
"15855";0,754844589505392;68;8,5;"N"
"15856";0,0744697851317447;55;4,9;"N"
"15857";0,253076988029074;59,5;6;"N"
"15858";1,73760104700315;86;13,4;"N"
"15859";1,56955330702429;84;12,6;"N"
"15861";1,14448828975796;77;11;"N"
"15865";0,102610589454518;65,4;5,8;"N"
"15866";0,0411;61;5,1;"N"
"15867";0,119816097832251;55,5;5,3;"N"
"15871";0,430539605495868;68;7,7;"N"
"15874";1,34222566173489;81,5;11;"N"
"15875";1,79458419874308;85,5;12;"N"
"15876";0,964248695161354;76;9,6;"N"
"15877";0,867923451752699;70,5;8,6;"M"
"15878";1,49778488916927;80,5;10,7;"M"
"15880";0,95487203129435;73,5;9,7;"M"
"15881";0,736770316032753;70;9,3;"M"
"15882";0,611822745863611;67,5;8,9;"M"
"15883";0,699539087588017;67,5;9,1;"M"
"15884";0,461812693163154;64;7,2;"M"
"15885";0,380658693001546;62;7;"M"
"15886";0,353774974329707;60,5;6,6;"M"
"15887";0,283203491958996;60;6,5;"M"
"15888";0,165279938577203;51,1;4,1;"M"
"15889";1,95913139060111;92;16;"M"
"15890";1,45085337888222;86;14;"M"
"15891";1,21253493834950;83;13,3;"M"
"15892";1,03787402512017;82;12,6;"M"
"15893";0,723377198599756;76,5;11,4;"M"
"15895";0,273259156701144;69,5;7,5;"M"
"15896";0,191542529719906;64;6,1;"M"
"15897";0,109853725724206;56,5;5,2;"M"
"15899";0,415313191825602;66,7;7,8;"M"
"15900";0,447221029961898;67,6;8,5;"M"
"15901";0,71257996492446;78;11,6;"M"
"15904";0,686141039299083;77;11,7;"M"
"15905";1,33208025263476;84,5;13,1;"M"
"15906";1,01734154021663;80,5;12,8;"M"
"15909";0,440236915453171;70,5;9,1;"M"
"15910";0,376509786639458;68,5;8,5;"M"
"15911";0,2345299943436;65,5;7,5;"M"
"15912";0,219720913832048;61,5;6,6;"M"
"15913";0,0826095894428063;60;5,4;"M"
"15914";0,958554895960243;78;12;"M"
"15915";0,853638225487815;75;10,1;"M"
"15916";1,49828117482041;86;14,4;"M"
"15919";0,456409115670801;70;9,2;"M"
"15920";0,468971391804473;69;8,9;"M"
"15921";0,276680290801051;66;8,1;"M"
"15922";0,197387589552057;62;6,6;"M"
"15923";0,828214600866317;76;11,2;"M"
"15924";1,04709054239787;75;9,6;"N"
"15925";0,28609265394173;56,5;5;"N"
"15927";0,984036685668065;72;8,8;"N"
"15928";0,527243191876131;65;7,3;"N"
