"vanus";"pikkus";"kaal";"sugu"
"57952";0,484845586426114;65;7,5;"M"
"57953";0,363220624894780;63;6,6;"M"
"57954";0,167325294072837;54,1;4,9;"M"
"57955";0,771344525997734;73;10,6;"M"
"57956";0,33531209286208;67;9,1;"M"
"57957";0,297921756591979;65;8;"M"
"57958";0,281033528303900;62;6,5;"M"
"57959";0,178352404632959;59;5,4;"M"
"57960";0,374483499900263;69,5;9,4;"M"
"57961";0,655064552869312;71;10;"M"
"57962";0,896526605405336;77;11;"M"
"57963";1,11015539774851;80;11,9;"M"
"57964";0,0852489209398319;56,5;4,5;"M"
"57965";0,117287092788946;57;4,7;"N"
"57966";0,140188780312182;60;5,2;"N"
"57968";0,261618295707547;63;5,5;"N"
"57969";0,390941660958546;64;6,8;"N"
"57970";0,464782005455678;66;7,5;"N"
"57971";0,490707279197869;66;8;"N"
"57972";0,639429576112606;68;8,3;"N"
"57974";0,818711241584802;70;9,1;"N"
"57975";0,835113054278258;70,5;9,6;"N"
"57976";1,00652134208789;75;9,9;"N"
"57977";1,30978396119221;75;10,5;"N"
"57978";1,74738662881032;84;11,5;"N"
"57979";1,96292835004071;87;13,1;"N"
"57981";0,507232562329259;67;7,7;"M"
"57982";0,49491454527519;62,5;7,7;"M"
"57983";0,35828176529871;62;6,6;"M"
"57984";0,159503522469368;59;5;"M"
"57985";0,5665026398644;70,5;9;"M"
"57986";0,758254874687705;71,5;9,5;"M"
"57988";1,16690533492014;76;11;"M"
"57989";1,49284760820938;86;12,8;"M"
"57990";0,768371964151373;77;10;"M"
"57992";0,634067958902054;67;8,6;"M"
"57993";0,99891709069508;77;10,6;"M"
"57994";0,423045989501077;65;7,4;"M"
"57995";0,275784077993755;60;6;"M"
"57996";0,221218226811395;57;5,9;"M"
"57997";0,0787571055756364;51,5;3,6;"M"
"57998";1,78206734111156;89;12,5;"M"
"58000";0,905056046711926;77;10,6;"N"
"58001";0,722075827718198;75;10,6;"N"
"58002";0,758853219059597;75;10;"N"
"58003";0,64079544702352;73;9,3;"N"
"58004";0,522483596301901;72;8,4;"N"
"58005";0,379773555915354;67;7,5;"N"
"58006";0,406210769713372;66;7,1;"N"
"58007";0,322677059376933;63,5;6,6;"N"
"58011";0,832511303209452;79;10,4;"N"
"58012";0,746868752523678;78;10,3;"N"
"58014";0,575444061345695;72,5;8,5;"N"
"58015";0,469184194725655;72,5;8,9;"N"
"58016";0,426616531053485;67;7,6;"N"
"58017";0,257998614537963;65;6,9;"N"
"58018";0,404312171273677;70,5;8,1;"N"
"58019";0,958841257980885;80;11,1;"N"
"58020";1,18889602030308;82;11,4;"N"
"58021";1,19910518582559;85,5;12,3;"N"
"58022";1,38610658613767;88;12,6;"N"
"58023";0,136049979392756;61;5,5;"N"
"58024";0,528732215109763;70;8,1;"N"
"58025";0,72016624415462;73,5;9,2;"N"
"58027";1,48065478844028;88;12,7;"N"
"58028";1,37121934427448;86;12,3;"N"
"58029";1,25858960172150;84,5;11,8;"N"
"58030";1,01740350724608;82;10,8;"N"
"58031";0,932687080593304;79;10,7;"N"
"58032";0,798213286197042;77,5;10,2;"N"
"58033";0,642751868380089;75;9,6;"N"
"58034";0,399534166966096;73;8,7;"N"
"58035";0,442332834790691;69;7,7;"N"
"58036";0,151082645006134;60,5;5,8;"N"
"58039";0,206297035567021;60;6,2;"N"
"58040";0,41683420614259;66;7,5;"N"
"58041";0,578801222508982;68;8,5;"N"
"58042";0,6200159179298;71;9,3;"N"
"58043";1,00712893117674;77;10,5;"N"
"58044";0,202170944212698;56;6;"N"
"58046";0,356140234655498;66;7;"N"
"58047";0,524797253089478;67,5;7,4;"N"
"58048";0,617084305863123;68;7,6;"N"
"58049";0,764914730245741;69;9;"N"
"58050";0,836017791195927;73;9,4;"N"
"58051";0,99923944389961;76;10;"N"
"58052";0,246976241056725;61,5;6,5;"M"
"58053";0,408145799315301;67;7,6;"M"
"58054";0,0861733044697678;57;4,6;"M"
"58056";0,340914277624920;65;7,2;"M"
"58057";0,211332127751483;56,5;5;"N"
"58058";0,206164290103857;60,5;5,7;"N"
"58059";0,341217971728274;62,5;6,8;"N"
"58060";0,376908429967686;65;7;"N"
"58061";0,513717306936811;68;8,5;"N"
"58062";0,547020583240135;70;8,5;"N"
"58063";0,757641920331433;70,5;9,4;"N"
"58064";0,87030215504473;73;9,3;"N"
"58065";0,0411;55;4;"N"
"58066";1,53849143238615;84;11;"N"
"58067";1,02945558809968;76;9,6;"N"
"58068";0,104643158719843;55;4,6;"N"
"58071";0,466749984745265;67;7,8;"N"
"58072";1,08725229892867;74,5;8,3;"N"
"58073";0,0909821541043862;52,5;3,7;"N"
"58075";0,963963955277947;77;10,1;"N"
"58077";1,56214661750649;82;11,3;"N"
"58078";0,102935070711892;59;5;"N"
"58080";0,341017090588874;64;7,7;"N"
"58082";0,409860751805567;68;8,4;"N"
"58083";0,118208585340112;59;5,1;"N"
"58084";0,263201100053424;65,5;6,5;"N"
"58086";0,544495793745228;71;8,6;"N"
"58087";0,5662294759039;72,5;8,8;"N"
"58088";0,861561119295968;76;10;"N"
"58089";0,171514480440084;62;5,9;"N"
"58090";0,273984101801199;55,1;4,3;"N"
"58091";0,290857819484413;60;5,4;"N"
"58093";0,530013074278772;65;8,7;"N"
"58094";0,70145181891689;67;8,3;"N"
"58095";0,999952932828209;73,5;9,8;"N"
"58096";1,48392565485137;81;10,7;"N"
"58097";1,92910721993423;86,5;12,1;"N"
"58098";0,0974810843279495;51;3;"N"
"58099";0,0416673607145056;55,9;3,9;"N"
"58100";0,259816151991221;61;6;"N"
"58101";0,331256459735693;64;6,5;"N"
"58102";0,531459555700404;65;6,5;"N"
"58103";0,753544487007912;67;7,3;"N"
"58104";0,705063113765942;70,5;7,9;"N"
"58105";0,892423861538239;72;8,6;"N"
"58106";1,08728299598523;75;9;"N"
"58108";1,24905055307828;81;9,9;"N"
"58109";0,345835517752828;66;6,7;"N"
"58110";0,173351795051220;54,1;4,5;"N"
"58111";0,0996417155224038;57,9;5,4;"N"
"58112";0,301770279354610;62,5;5,7;"N"
"58114";0,631611414551002;68;7,6;"N"
"58115";0,706088885852071;69,5;8,2;"N"
"58116";0,761612669846912;71;9,4;"N"
"58117";1,71550376209014;84;10,5;"N"
"58119";1,64872187130818;83;12,9;"M"
"58121";0,994707866318678;78;10,8;"M"
"58122";0,83530376610759;75;10,1;"M"
"58124";0,606636690266051;70;8,9;"M"
"58125";0,485459878967792;69;8,5;"M"
"58127";0,322608658870029;65;6,8;"M"
"58128";0,139949062352424;59;5,5;"M"
"58129";0,156035618681363;56;4,6;"M"
"58130";0,774993191642088;76;13,6;"N"
"58131";0,47144350389143;68,5;11;"N"
"58132";0,333375224403017;63;8,3;"N"
"58133";0,196896363493174;59;6,6;"N"
"58134";0,0411;58,4;4,4;"N"
"58137";0,686410792349335;70;9,7;"M"
"58138";0,643795760253035;68,5;8,5;"M"
"58139";0,508315320972641;67;7,7;"M"
"58141";0,155859139963426;58;6,8;"M"
"58142";0,716614923931348;72;9,7;"M"
"58143";0,50698856488354;69;8,6;"M"
"58144";0,49560476091261;68;8,2;"M"
"58145";0,360819415668297;64;7,5;"M"
"58146";0,313926451010385;61,5;6,6;"M"
"58147";0,265032337415441;58;6,2;"M"
"58148";0,104616277915895;53;4,1;"M"
"58149";0,799221743254032;75,5;9,9;"M"
"58150";1,05215186120193;78;10,7;"M"
"58151";0,854593898996861;75;10,1;"M"
"58152";0,0814069304383463;55;4,8;"N"
"58153";0,156661204370784;60,5;5,5;"N"
"58154";0,223343452902300;63;5,8;"N"
"58155";0,441983155065721;66,5;6,8;"N"
"58157";0,655102117003532;72;8,3;"N"
"58158";0,710101687884157;74;10,1;"N"
"58159";1,04105688019502;78;11,2;"N"
"58160";0,116415980535737;55,5;4,6;"N"
"58161";0,222629733615357;63;6,1;"N"
"58162";0,413479464793309;65;6,7;"N"
"58164";0,95248625719985;74,5;9;"N"
"58165";1,58160275904367;86;10,5;"N"
"58167";0,112971442536689;52;4,1;"N"
"58168";0,261596475569250;58;5,2;"N"
"58169";0,457140871154564;62;6,6;"N"
"58171";0,859756008158643;74;9,3;"N"
"58172";1,01390884199451;74;9,9;"N"
"58173";1,73538627886101;81,5;11,8;"N"
"58174";0,472250485535564;61;6,4;"N"
"58175";0,918185552104785;75;10,9;"M"
"58176";0,333223908043583;64,5;7,6;"M"
"58177";0,595968200074408;70;9,2;"M"
"58178";0,312000933951772;60;6,1;"M"
"58181";2,08406013876487;90;13,2;"M"
"58182";1,84872740745898;84;12,3;"M"
"58184";0,051236982181813;54;3,9;"N"
"58185";0,196789941416090;57;4,7;"N"
"58186";0,295288460957085;60,5;4,9;"N"
"58187";0,417071468621019;65;6,8;"N"
"58188";0,586256414178682;68;7,4;"N"
"58190";0,779634525273583;70,5;8,3;"N"
"58191";1,17484045276284;77;10,8;"N"
"58192";0,240100750555896;60;5,6;"N"
"58193";0,629436441201436;65;8,1;"N"
"58194";0,96876848999072;71,5;9,7;"N"
"58195";1,32996769698038;78;10;"N"
"58196";1,49711123972001;79,5;11;"N"
"58197";1,93819102736296;82,5;12,2;"N"
"58198";0,088880287934925;52;4,8;"N"
"58201";0,749475968486125;71;8,5;"M"
"58202";2,00376781532497;82,5;15;"M"
"58203";1,57433732898727;81;13,5;"M"
"58204";1,15789304417677;78,5;11,9;"M"
"58205";0,917435887246228;73,5;10,6;"M"
"58206";0,515720493697495;67;8,1;"M"
"58207";0,0739268407777309;56;4,2;"M"
"58208";0,188974365014738;59;5,9;"M"
"58209";0,209747907434594;61;5,9;"M"
"58211";0,322495317581319;65,9;7,2;"M"
"58212";1,80219175992369;82;12,7;"M"
"58213";1,10385222687277;77,5;11,8;"M"
"58214";0,885517864050777;73,5;10,4;"M"
"58215";0,90751394933167;74;10,4;"M"
"58216";0,762136110531628;72;10,1;"M"
"58218";0,487618968820185;65;8,1;"M"
"58220";0,0775606654609645;54;4,3;"M"
"58221";0,516200189376798;70;8,7;"M"
"58222";0,642558816883768;71;9,9;"M"
"58223";1,04954752328914;79,5;11,8;"M"
"58225";0,136270758731492;60;5,6;"M"
"58226";0,206147060500497;66;6,4;"M"
"58227";0,648903465957023;72;9,5;"N"
"58229";0,403808301232833;68,5;8,1;"N"
"58232";0,122784725662859;56;4,6;"N"
"58233";0,66066410044532;68;9;"N"
"58234";0,568925122289183;65;8,2;"N"
"58236";0,300060745694872;60;5,6;"N"
"58237";0,234324466118722;54,5;4,8;"N"
"58238";0,175953702114393;51,1;4,6;"N"
"58239";0,584429805706201;72,5;9,8;"M"
"58240";0,535999764435008;70;9,4;"M"
"58241";0,714147573677996;75,5;11,1;"M"
"58242";0,83082763667325;78;11,6;"M"
"58243";1,05598750081421;80;12,4;"M"
"58245";0,392161304237717;65;7,6;"M"
"58246";0,304058116266846;64;6,9;"M"
"58248";0,261231522422535;64,5;5,1;"M"
"58250";0,943295776429408;80;12,9;"M"
"58252";0,864398897232312;78;12,4;"M"
"58253";0,0799208740395305;54;4,5;"M"
"58254";0,155685534510672;58;5,8;"M"
"58255";0,20145098787585;64,5;7,7;"M"
"58257";0,75861782461343;75;11,1;"M"
"58259";1,91754178955290;91;16;"M"
"58262";0,671744549879918;73;10,8;"M"
"58265";0,982654306479413;80,5;12,9;"M"
"58267";0,656351459043178;75,5;10,7;"M"
"58268";0,510577133506273;72,5;9,4;"M"
"58269";0,520451691848456;70,5;9,4;"M"
"58270";0,414004319743728;66;7,7;"M"
"58271";0,337500876934015;65;6,9;"M"
"58274";0,174566278520671;61,5;5,7;"M"
"58275";0,122629587736818;57;6;"N"
"58276";0,277322051417106;59;7,3;"N"
"58278";0,438343381760818;65;8,7;"N"
"58279";0,463448976289426;67;9,2;"N"
"58281";0,670164172395993;70;9,9;"N"
"58284";0,901620179640758;73;10,5;"M"
"58286";0,677429454798103;73;9,7;"M"
"58287";0,646851996352584;69;9,3;"M"
"58288";0,429553039165817;65;8,4;"M"
"58289";0,365935313534046;65;7,8;"M"
"58290";0,230258877863273;62,5;7,2;"M"
"58291";0,215062568397946;59;6,3;"M"
"58293";0,84246464250093;73;10;"M"
"58294";0,498256507299737;69;7,9;"M"
"58295";0,449278113766084;65;6,8;"M"
"58296";0,282645238009889;63;6;"M"
"58298";0,0757825241238691;53;4,1;"M"
"58299";0,0411;51,5;4,2;"N"
"58300";0,161544983351160;56;5,2;"N"
"58301";0,319365545654776;69;7;"N"
"58302";0,644121512749546;66;9,4;"N"
"58303";0,741941532576862;70;10;"N"
"58304";0,815754095408848;70;10,8;"N"
"58305";0,942866826222089;72;11,5;"N"
"58306";0,934416364987625;72,5;10,8;"N"
"58307";1,15412371171455;74,5;10,9;"N"
"58308";1,17088129670516;75;11,8;"N"
"58309";1,51551033888612;77;11,8;"N"
"58310";1,50972121196660;77,5;12;"N"
"58312";1,96400978713545;91;13,5;"M"
"58313";1,79454352399962;88;14;"M"
"58314";1,59338908344589;84,5;13;"M"
"58315";1,22931696699009;80;12,1;"M"
"58316";1,01247780329701;77,5;11,2;"M"
"58317";0,967887241754306;76;10,4;"M"
"58318";0,879299309750138;76;9,1;"M"
"58319";0,788101360731387;74,5;9,5;"M"
"58320";0,799582951653842;71,5;8,6;"M"
"58321";0,160502387586960;59,5;5,8;"M"
"58322";0,212808102259799;64;7,2;"M"
"58323";0,329830396568025;67;7,9;"M"
"58324";0,49381484105729;68;8,3;"M"
"58325";0,439786539810057;70;8,5;"M"
"58326";0,608643229664238;70,5;8,4;"M"
"58327";0,475833076766979;68;8,6;"N"
"58328";1,01512005183275;75;10,8;"N"
"58329";0,367060178735098;63;6,8;"N"
"58330";0,294316887760393;55,5;6;"N"
"58331";0,0930958169393373;51,5;4,4;"N"
"58332";0,384846204374195;67;8,4;"N"
"58333";0,827741593314212;73;9,6;"N"
"58334";0,665226276757205;68;7,8;"N"
"58335";1,49270697441516;82;9,6;"N"
"58336";1,02566608429316;74;7,7;"N"
"58338";0,424634542789284;63;6,5;"N"
"58339";0,276580182453323;60;5,2;"N"
"58340";0,246257311708361;56;4,8;"N"
"58341";0,133877426969548;53;3,6;"N"
"58342";0,0554083142851134;55;4,6;"N"
"58343";0,239292642891091;57;5,7;"N"
"58344";0,311807962236816;61,5;6,1;"N"
"58346";0,862676146742728;72;8,2;"N"
"58347";1,11351363077474;75;10,2;"N"
"58348";1,91257244352498;89;15;"M"
"58349";1,72275078476612;85;14,7;"M"
"58350";1,03581522725878;79;12,8;"M"
"58351";0,931909506690227;79;11,8;"M"
"58352";0,67128610374286;74;10,5;"M"
"58353";0,46056520946649;70;9,6;"M"
"58354";0,454158477781641;66;8,4;"M"
"58355";0,263594060411492;61;7,7;"M"
"58356";0,119389019864682;59,4;6,2;"M"
"58357";0,107041649970934;58;5,2;"M"
"58359";1,12684894185087;79;11,7;"M"
"58360";0,85485616622481;76;10,8;"M"
"58361";0,714373895246096;75;10,5;"M"
"58362";0,656573700175085;75;10,5;"M"
"58364";0,401311591201397;67,5;8,2;"M"
"58365";0,304294070099859;65;7,5;"M"
"58366";0,224011665071280;63;6,7;"M"
"58367";0,0754359995171987;53;5,1;"M"
"58368";0,0738606976314217;58;5,1;"N"
"58369";0,272930468515731;61;6;"N"
"58370";0,266862400387262;62;6,9;"N"
"58371";0,453574813608332;63;7,9;"N"
"58372";0,472751130797235;68;7,6;"N"
"58373";0,826007830525947;72;10,5;"N"
"58375";1,16474431722134;79;11;"N"
"58376";1,42906001838521;85;13,4;"N"
"58378";1,41739511550408;80;10,6;"M"
"58380";0,708561006839639;69;9;"M"
"58382";0,477831052259518;65;8,1;"M"
"58383";0,42597356485858;64,5;7,6;"M"
"58384";0,223950840881788;62;6,3;"M"
"58385";0,22118167441011;59,5;5,8;"M"
"58386";0,148938102510502;55,1;4,8;"M"
"58387";0,573636296575244;66,5;8,9;"M"
"58388";0,740129993934895;70;8;"M"
"58389";0,89245928555328;70;8,6;"M"
"58391";0,975862195280296;73;8,4;"M"
"58392";1,30461981237654;76;9,7;"M"
"58393";1,56878531734425;79;11;"M"
"58395";0,500331561268192;66,5;8,4;"M"
"58396";0,412487130446602;66;7,4;"M"
"58397";0,139521627029231;56,1;3,5;"M"
"58399";0,265774755484094;61;5,8;"M"
"58400";0,173984397974072;56,5;4,5;"M"
"58401";0,75918639806156;74;10,7;"M"
"58402";0,0419283014153392;53;3,2;"M"
"58403";0,083543498555126;56;4,4;"M"
"58404";0,273985201498825;63;6,6;"M"
"58405";0,982848300757152;76;10,9;"M"
"58407";1,42755993925972;81;9,9;"M"
"58410";0,584082923273016;74;8,7;"M"
"58411";0,430214211340064;72;8,3;"M"
"58412";0,302486441869973;70;6,8;"M"
"58415";0,0484849004258755;58;5,4;"M"
"58416";1,79923772614458;86;14,7;"M"
"58417";1,4733613089392;86;14,4;"M"
"58419";0,786841811330261;74;11,2;"M"
"58420";0,906175560706531;72,5;11,2;"M"
"58421";0,804535072507019;72;10,3;"M"
"58422";0,668988518384464;70;10;"M"
"58423";0,674886835031869;70;9,4;"M"
"58424";0,488303552645795;69;8,4;"M"
"58425";0,372531291440145;62;7;"M"
"58426";0,0836474430141357;54;5;"M"
"58428";0,169931825006734;58;5,5;"M"
"58429";0,302627338899962;63;6,4;"M"
"58432";0,0411;55;4,5;"M"
"58433";0,372623766086955;64,5;8,5;"M"
"58435";0,690851979053207;68;9;"M"
"58436";0,73321326061427;67,5;9,2;"M"
"58437";0,70937726443486;69;9,6;"M"
"58438";0,782554828621448;73;10;"M"
"58440";1,01660626337491;78;10,5;"M"
"58441";1,05453337822191;78;10,5;"N"
"58442";0,897893338188265;73;9,7;"N"
"58443";0,775454735446524;72;9,5;"N"
"58444";0,432064878031569;65;7,4;"N"
"58445";0,247661124775629;62;6,6;"N"
"58446";0,114911492776558;58,5;5,5;"N"
"58448";0,585572159143942;67;9;"N"
"58449";1,43771927839490;83,5;13,6;"N"
"58451";0,90767763447262;75;11,3;"N"
"58452";0,59454852258971;66;8;"N"
"58453";0,411960611576222;64;7,5;"N"
"58454";0,356295440245657;64;7;"N"
"58455";0,185150989681840;56;5,3;"N"
"58457";0,0868561338365497;54;4;"N"
"58458";0,722125478439296;73;10,8;"N"
"58459";0,219792966403800;58,5;5,1;"M"
"58460";0,552232420171889;65;7,1;"M"
"58461";0,0751660764266624;55;4,9;"M"
"58463";0,972479725130483;75,5;9,7;"M"
"58464";1,26274584830395;81;11,9;"M"
"58465";0,401986750513834;62;6,9;"M"
"58466";0,67966999204226;68;7,7;"M"
"58467";1,79738961687315;83;14,1;"M"
"58468";1,40092916357040;81;13,2;"M"
"58469";1,31151812865920;78;13,2;"M"
"58470";0,9528581315909;74;11,5;"M"
"58471";0,705428524647442;70;10;"M"
"58473";0,347014791982584;59,5;5,7;"M"
"58474";0,0865524895715918;54;3,4;"M"
"58475";0,103369938145876;57;5,5;"M"
"58476";1,45018879751280;83,5;11;"N"
"58477";1,12600171653752;82;9,5;"N"
"58478";0,90415604980362;80;10;"N"
"58479";0,563193931097095;68,5;9,3;"N"
"58480";0,303128295981274;65,5;6,1;"N"
"58481";0,0601522779466661;59,4;5,4;"N"
"58483";1,28138860819043;80;10,7;"N"
"58484";1,20999295324895;80;10,2;"N"
"58485";0,877651296777745;76;8,9;"N"
"58486";0,582676965837985;69;7,6;"N"
"58487";0,254648530803813;55,5;5;"N"
"58488";0,439938168669252;64;6,4;"N"
"58489";0,727729424533423;74;8,6;"N"
"58490";0,159692495118018;56;4,2;"N"
"58491";0,180286431426652;59;5,7;"N"
"58492";0,260130103542990;62;5,8;"N"
"58493";0,418390504332588;66;6,4;"N"
"58495";0,681152223816866;71,5;8,2;"N"
"58496";0,732240938437805;74;7,7;"N"
"58497";0,94330101898469;76;8,8;"N"
"58498";1,13610000523708;77;10,1;"N"
"58499";1,42079661191495;83,5;10,6;"N"
"58500";1,04929772075121;79;10,7;"M"
"58501";1,27193293805859;81,5;11,5;"M"
"58502";0,80586016115387;76;10,1;"M"
"58505";0,306191152157932;64;6,8;"M"
"58506";0,165599943477475;59,9;5,6;"M"
"58508";0,143730781050063;55;4;"M"
"58510";0,705620147090016;73;10,9;"M"
"58511";0,765192495425146;77;10;"M"
"58512";0,994385577247098;81;11,3;"M"
"58513";1,61097714464864;89;14;"M"
"58514";2,00210432549800;92;16;"M"
"58515";0,343457240895517;66,5;6,9;"M"
"58516";0,344213574518724;66;6,7;"M"
"58517";0,242657690993111;60;6;"M"
"58518";0,215454870136963;59;5,1;"M"
"58519";0,0685002398214826;55;3,9;"M"
"58520";1,31355276811784;78;10;"M"
"58522";0,84579481432156;72,5;9;"M"
"58523";0,67074133411638;72;8,5;"M"
"58524";0,358986901848305;67,9;7,4;"M"
"58526";0,303927594000467;60;5,8;"M"
"58527";0,163377373659093;58;4,3;"M"
"58528";0,156802396974016;53,6;3,8;"M"
"58529";0,0658561814374418;58,5;5,2;"M"
"58530";1,87769191668948;92;14;"M"
"58531";1,53352980618048;88;13;"M"
"58532";1,48799521476619;84;12,3;"M"
"58534";0,28584692540922;66,5;7,4;"M"
"58535";0,373462373659831;63,6;7,6;"M"
"58536";0,151740187971082;62;6,4;"M"
"58537";0,365754990953592;67;7,3;"M"
"58539";0,468970953453608;73;8,9;"M"
"58540";0,702542711524727;73,5;10,1;"M"
"58541";1,00968256112391;77;10,3;"M"
"58542";1,28789600928032;80;10,6;"M"
"58543";0,291447043522759;64;6,4;"M"
"58544";0,333853829033629;63;6,3;"N"
"58545";0,500864859052388;66;7,2;"N"
"58546";0,647926065033575;70;7,8;"N"
"58547";0,799129437357481;74,5;8,5;"N"
"58548";1,12582512361124;74,5;10;"N"
"58549";1,31884601858677;80;10,7;"N"
"58552";0,511663625222244;69;8,4;"M"
"58553";0,720138506393259;73;9,7;"M"
"58555";0,314855542498837;60,5;5,8;"N"
"58556";0,294120490867008;63;6,4;"N"
"58557";0,4015942892822;65;7,4;"N"
"58559";0,51233114093652;70;8,2;"N"
"58560";0,704222076971071;72,5;9,2;"N"
"58561";0,844281340005868;73,5;9;"N"
"58562";0,981519038854903;75;9,7;"N"
"58563";0,999732629102328;75;10;"N"
"58564";1,37126052600479;79;10,7;"N"
"58565";1,48761401368402;87;12,3;"M"
"58568";0,97094867342116;76;10,7;"M"
"58569";0,896024421663746;75;10,3;"M"
"58570";0,664602955522463;73;9,9;"M"
"58571";0,601615585275236;71;9,1;"M"
"58572";0,310990093791204;68;7,8;"M"
"58573";0,332543381654567;63;6,9;"M"
"58574";0,249557395434876;58;5,7;"M"
"58575";0,0622656043833097;54;3,6;"M"
"58576";0,0846736652338463;56;3,7;"N"
"58577";0,186852114191320;56;4,3;"N"
"58578";0,490508909750904;60;5,1;"N"
"58579";0,44163423340049;64;7;"N"
"58580";0,518580373105578;65;7,9;"N"
"58581";0,560742020824109;67;8,3;"N"
"58582";0,707838991020853;68,5;8,9;"N"
"58583";0,766183525355976;72;9,8;"N"
"58584";0,87153123797152;72,5;9,5;"N"
"58585";0,915132961024445;75;9,8;"N"
"58587";1,32651096402541;81;11,4;"N"
"58588";1,00894115978912;77;10,2;"N"
"58590";0,649948482984215;70;8,6;"N"
"58591";0,348382278531704;65;6,8;"N"
"58592";0,259813349351419;64;6,5;"N"
"58593";0,22792134884989;62;5,2;"N"
"58595";1,89892449653184;93;13,5;"M"
"58597";1,06817380305341;82;10,3;"M"
"58598";0,862557291602978;77;9,9;"M"
"58599";0,785139652699295;76;9,2;"M"
"58601";0,520560646024037;72;8,3;"M"
"58602";0,408846459295104;69;8;"M"
"58604";0,267585987724899;63,1;5,8;"M"
"58605";0,0473766629349993;57;4,9;"M"
"58606";0,248013236063645;68;7,2;"M"
"58608";0,36531647932296;64;6,9;"N"
"58609";0,333743512690945;62;6,1;"N"
"58610";0,108374858439332;56;4,8;"N"
"58611";0,0411;53;4;"N"
"58612";0,503664307110537;66;7,8;"N"
"58613";0,58234849237426;69;8,2;"N"
"58614";0,700061533794435;70;8,5;"N"
"58616";0,989650289995033;76;9,7;"N"
"58618";0,74408718618003;72;9,1;"N"
"58619";0,90053246584338;73;9,3;"M"
"58620";0,774709693386222;72;9,5;"M"
"58621";0,605407685714592;71;8,3;"M"
"58622";0,62041655713532;69;7,8;"M"
"58623";0,480173087754644;67;7,2;"M"
"58624";0,425336906621985;66,5;8,1;"M"
"58625";0,280993963225417;64,5;7;"M"
"58626";0,256217107865146;62;6,4;"M"
"58627";0,250722008628189;59;6;"M"
"58628";0,0658124813430464;56;4,3;"M"
"58629";0,119327253844330;54;4,1;"M"
"58630";0,155048101297105;54,5;4,9;"M"
"58631";0,219284273714813;66;5,4;"M"
"58632";0,323684303120040;61;5,6;"M"
"58633";0,404839148161137;65;6,8;"M"
"58634";1,56870252673817;87;14;"M"
"58635";1,03708495526847;80;11,6;"M"
"58636";0,738579001406696;77;11;"M"
"58637";0,712068116712788;75;10,5;"M"
"58638";0,583650242228447;73;10,1;"M"
"58640";0,285556009493956;68;8,4;"M"
"58641";0,194411454442122;65;7,5;"M"
"58642";0,0949893751768368;62;6,4;"M"
"58643";0,0411;59;5,3;"M"
"58645";0,277879126806789;62;6,8;"M"
"58646";0,666921412872313;72;8,2;"M"
"58647";1,05888935739050;78;9,9;"M"
"58648";1,97437978857276;88;12;"M"
"58649";1,52943691939060;83,5;11,2;"M"
"58650";1,03119837551512;78;10,3;"M"
"58651";0,746181874246212;73;9,9;"M"
"58652";0,614658610217811;72;9,8;"M"
"58654";0,246319978147095;68,5;7,2;"M"
"58656";0,267508756228485;61,1;6,7;"M"
"58657";0,0411;56;4,6;"M"
"58658";0,397792561782236;69;8,1;"N"
"58659";0,22577098674817;65;7,5;"N"
"58661";0,162980428683452;61;6;"N"
"58662";1,06789906359536;79;11,2;"N"
"58663";1,46167019619115;85;11,8;"N"
"58664";0,514089900552818;69;8,5;"N"
"58665";0,475201836490411;70,5;9,1;"N"
"58666";0,533328081751541;73;9;"N"
"58669";0,154725309840739;57,6;5,9;"N"
"58670";1,61928214656461;89;12,5;"N"
"58671";0,211621346948743;56,5;5,1;"N"
"58673";0,317459833194018;61;6,4;"N"
"58674";0,490714839713583;64;6,8;"N"
"58675";0,416610155455612;65;7;"N"
"58676";0,561809126633591;66;7,5;"N"
"58678";0,700328690731924;69;8,2;"N"
"58680";0,946164259413676;74;9,5;"N"
"58682";0,137619323094703;62;6,7;"M"
"58683";0,178213050803473;65;7,2;"M"
"58685";0,444988157801021;71;10,4;"M"
"58686";1,54160571048839;84;11,3;"M"
"58687";1,3105702967492;80,5;10,9;"M"
"58689";0,902418191054301;76;9,8;"M"
"58690";0,944193839026897;74;9,5;"M"
"58692";0,0641030420587926;55,5;5,4;"M"
"58694";0,201620349857677;62;7,3;"M"
"58696";0,377622029891521;68;7,9;"M"
"58697";0,48840604881992;69;7,9;"M"
"58698";0,638668960140732;70;9;"M"
"58699";0,72094740800018;71;9,2;"M"
"58700";0,246702061278379;60;4,9;"N"
"58702";0,149601027600154;56;4,3;"N"
"58703";1,05768851369891;75,5;8,7;"N"
"58704";1,17651271864087;77;8,9;"N"
"58705";1,31544931933292;81,5;8,7;"N"
"58706";1,89810198625871;83;10,5;"N"
"58707";0,0411;53,4;3,8;"N"
"58708";0,727931699694636;61;7,7;"N"
"58709";0,62129575895269;68;7;"N"
"58710";0,43095892860902;64,5;6,8;"N"
"58711";0,328613970493037;63;5,4;"N"
"58712";0,662496150966617;71;8;"N"
"58713";1,67081431505955;85;10,6;"M"
"58714";1,24859127701476;81;10,9;"M"
"58715";0,833823509021361;74;8,7;"M"
"58717";0,382817362727095;66;7,9;"M"
"58718";0,377706246437327;68;7,5;"M"
"58719";0,293838516772073;63,1;6;"M"
"58721";0,175642322239607;58;5,6;"N"
"58722";0,142074372920665;55;4,5;"N"
